country,countryiso3code,date,personnel,expenditure
Bulgaria,BGR,1993,1.51452575829683,2.60927161179391
Bulgaria,BGR,1992,2.86905876614824,2.97263384321224
Bulgaria,BGR,1991,3.08338066466737,3.04323157297492
Bulgaria,BGR,1990,3.69454742080494,3.83344348975545
Canada,CAN,2024,,1.31303419578919
Canada,CAN,2023,,1.25316567875902
Canada,CAN,2022,,1.16713259486345
Canada,CAN,2021,,1.25420081409628
Canada,CAN,2020,0.351128167486965,1.39399340787119
Canada,CAN,2019,0.34616324914595,1.28451224366918
Canada,CAN,2018,0.355052684129635,1.3176781061648
Canada,CAN,2017,0.357224065371607,1.35189646465708
Canada,CAN,2016,0.339922337565845,1.16416156719089
Canada,CAN,2015,0.342536207092012,1.15270937445521
Canada,CAN,2014,0.358257746647573,0.989925299438869
Canada,CAN,2013,0.336148005813467,1.00236720047397
Canada,CAN,2012,0.341400277030807,1.11840459807104
Canada,CAN,2011,0.343753997709876,1.19329189549638
Canada,CAN,2010,0.346990828984857,1.19433833839121
Canada,CAN,2009,0.350562560577815,1.37755563107525
Canada,CAN,2008,0.344464265492388,1.24551836677548
Canada,CAN,2007,0.349928261972481,1.18579022996702
Canada,CAN,2006,0.355946424279017,1.12252472932052
Canada,CAN,2005,0.400993447145816,1.10710542420811
Canada,CAN,2004,0.404446496171772,1.10418939142687
Canada,CAN,2003,0.355213935088805,1.11193730688338
Canada,CAN,2002,0.363594917249988,1.11686914736943
Canada,CAN,2001,0.401704051680654,1.13335628281332
Canada,CAN,2000,0.423181107366731,1.11434980213748
Canada,CAN,1999,0.439259293913449,1.24170306410258
Canada,CAN,1998,0.447103901257982,1.25629390156868
Canada,CAN,1997,0.471782659657547,1.24624320151167
Canada,CAN,1996,0.526018052570429,1.40375258106455
Canada,CAN,1995,0.504004404878656,1.55409007114777
Canada,CAN,1994,0.502802722938202,1.69668025731865
Canada,CAN,1993,0.51433505951398,1.82175350392748
Canada,CAN,1992,0.55818401230292,1.86168769986295
Canada,CAN,1991,0.584083269084174,1.89544433858064
Canada,CAN,1990,0.593567812632337,1.95879374221417
Croatia,HRV,2024,,1.79323424509814
Croatia,HRV,2023,,1.70663158780592
Croatia,HRV,2022,,1.80285265162096
Croatia,HRV,2021,,1.97150113166485
Croatia,HRV,2020,1.17181915549337,1.69659501985338
Croatia,HRV,2019,1.04835783481492,1.6036107424916
Croatia,HRV,2018,1.04854776135053,1.54234055565076
Croatia,HRV,2017,1.01454633996772,1.63316629446653
Croatia,HRV,2016,1.03359777834983,1.58922538500355
Croatia,HRV,2015,0.995162597766007,1.7487025038306
Croatia,HRV,2014,1.04531926884328,1.80811715937665
Croatia,HRV,2013,1.06784619519027,1.60780875391152
Croatia,HRV,2012,1.05130361648444,1.65593775106979
Croatia,HRV,2011,1.14888178166034,1.73660237614066
Croatia,HRV,2010,1.13000970971306,1.66618616230333
Croatia,HRV,2009,1.11743750885931,1.77217858246391
Croatia,HRV,2008,1.13729003428929,1.82315444519083
Croatia,HRV,2007,1.09097539954376,1.61077866472529
Croatia,HRV,2006,1.10858190203092,1.66641016588365
Croatia,HRV,2005,1.62300860770468,1.74403729145943
Croatia,HRV,2004,1.56835109316685,1.74038789534115
Croatia,HRV,2003,1.65085933124117,2.02614735279736
Croatia,HRV,2002,3.28101106776471,2.70880829294998
Croatia,HRV,2001,3.65251579726452,2.70575135487786
Croatia,HRV,2000,5.1690853891963,3.0245823570935
Croatia,HRV,1999,5.09152905675139,4.38306728344479
Croatia,HRV,1998,4.79933174619729,5.54555805177024
Croatia,HRV,1997,4.85421263927999,7.47805189562736
Croatia,HRV,1996,5.12632197414806,8.07513154938036
Croatia,HRV,1995,7.19752405172621,9.10152769738719
Croatia,HRV,1994,3.31502335433953,11.1481772894242
Croatia,HRV,1993,3.80905402619391,10.7267571545045
Croatia,HRV,1992,4.90267709969046,7.60738644340829
Croatia,HRV,1991,,
Croatia,HRV,1990,,
Czechia,CZE,2024,,1.91680849222604
Czechia,CZE,2023,,1.47176821017418
Czechia,CZE,2022,,1.32690210545667
Czechia,CZE,2021,,1.35325325729994
Czechia,CZE,2020,0.505332568721486,1.295406324775
Czechia,CZE,2019,0.463401735754614,1.13323967641325
Czechia,CZE,2018,0.411554991480284,1.07552668819544
Czechia,CZE,2017,0.428252446997243,0.943984411925526
Czechia,CZE,2016,0.434079426057189,0.986634400365061
Czechia,CZE,2015,0.472190344923266,0.941202924537164
Czechia,CZE,2014,0.468224810590792,0.959115722257081
Czechia,CZE,2013,0.454690986534166,1.00870446252121
Czechia,CZE,2012,0.509144618008302,1.05560770651415
Czechia,CZE,2011,0.512140996341112,1.06914296806992
Czechia,CZE,2010,0.545237966425454,1.18289778802227
Czechia,CZE,2009,0.506082678666768,1.31349218921279
Czechia,CZE,2008,0.518860681871334,1.23408817792114
Czechia,CZE,2007,0.520345509418254,1.4247883319863
Czechia,CZE,2006,0.500752380451629,1.56811468416419
Czechia,CZE,2005,0.541062697379189,1.7772578503284
Czechia,CZE,2004,0.525976724166312,1.69964346518547
Czechia,CZE,2003,1.21909634580739,1.87752210665196
Czechia,CZE,2002,1.06963519605441,1.80901146474017
Czechia,CZE,2001,1.15036024541537,1.73552829284443
Czechia,CZE,2000,1.22301966453324,1.86147018377297
Czechia,CZE,1999,1.14204686991013,1.83868741109923
Czechia,CZE,1998,1.24451102354011,1.73559766220785
Czechia,CZE,1997,1.29802875143328,1.5803034972859
Czechia,CZE,1996,1.46131600784704,1.65758607725057
Czechia,CZE,1995,1.7796072484177,1.75885533074022
Czechia,CZE,1994,1.74797875390091,2.28340085763757
Czechia,CZE,1993,2.10208882798725,2.3304040663427
Czechia,CZE,1992,,
Czechia,CZE,1991,,
Czechia,CZE,1990,,
Denmark,DNK,2024,,2.41617454160591
Denmark,DNK,2023,,1.99961332917573
Denmark,DNK,2022,,1.36156457421085
Denmark,DNK,2021,,1.29155763565745
Denmark,DNK,2020,0.494568973248435,1.37376885314973
Denmark,DNK,2019,0.494344370834737,1.29920660644454
Denmark,DNK,2018,0.48447151842061,1.28310489294024
Denmark,DNK,2017,0.505025338804666,1.1399854112558
Denmark,DNK,2016,0.546981832389139,1.15107146564238
Denmark,DNK,2015,0.572419319910675,1.11481302624419
Denmark,DNK,2014,0.599463340899815,1.1497978040996
Denmark,DNK,2013,0.602599797708649,1.22352490397164
Denmark,DNK,2012,0.597795524735875,1.35329314051826
Denmark,DNK,2011,0.568620185221544,1.3123392890178
Denmark,DNK,2010,0.643746418927278,1.39710181036952
Denmark,DNK,2009,0.641825092969773,1.34441225473678
Denmark,DNK,2008,1.02586548851715,1.34882681237568
Denmark,DNK,2007,1.02334558277996,1.30402280174653
Denmark,DNK,2006,1.02256738037325,1.37505574678224
Denmark,DNK,2005,0.723472336484917,1.30811146758176
Denmark,DNK,2004,0.723833172309176,1.42024015449579
Denmark,DNK,2003,0.792345112168961,1.46466732860503
Denmark,DNK,2002,0.78781038688084,1.50685882049485
Denmark,DNK,2001,0.750437989275049,1.53154262127753
Denmark,DNK,2000,0.761806782037295,1.45846561683975
Denmark,DNK,1999,0.939715509830468,1.56553651572988
Denmark,DNK,1998,1.13127833041644,1.60907118109632
Denmark,DNK,1997,1.15381391611808,1.61872430785355
Denmark,DNK,1996,1.16062278524774,1.6461435449497
Denmark,DNK,1995,1.17340060357458,1.68675957369556
Denmark,DNK,1994,1.00685814231796,1.74260026232195
Denmark,DNK,1993,0.944500784110558,1.87408519061274
Denmark,DNK,1992,0.972464663065306,1.85515102127163
Denmark,DNK,1991,1.04289351501002,1.91975873946774
Denmark,DNK,1990,1.0802729954402,1.95075703504915
Estonia,EST,2024,,3.37400221824601
Estonia,EST,2023,,2.99572297522503
Estonia,EST,2022,,2.13485210963824
Estonia,EST,2021,,2.01231933389152
Estonia,EST,2020,0.999507385645646,2.26136428332919
Estonia,EST,2019,0.99950881281199,1.99845018670744
Estonia,EST,2018,0.954326231436931,1.97061311743188
Estonia,EST,2017,0.860136130878314,1.96988670547821
Estonia,EST,2016,0.926088044926846,2.02803563355143
Estonia,EST,2015,0.937145367353663,1.98944501754528
Estonia,EST,2014,0.851396512383747,1.89535477779564
Estonia,EST,2013,0.845012880935481,1.88381591331462
Estonia,EST,2012,0.840760047082563,1.87984897526434
Estonia,EST,2011,0.836199437201422,1.67245488569073
Estonia,EST,2010,0.841997364182164,1.70034915217706
Estonia,EST,2009,0.791089860550453,1.79897241682054
Estonia,EST,2008,1.00576157703415,1.76710636308365
Estonia,EST,2007,1.01332375983648,1.65723646617002
Estonia,EST,2006,1.01023512500938,1.38733380120574
Estonia,EST,2005,1.18822175188445,1.44977185113693
Estonia,EST,2004,0.885496453586703,1.68718221150394
Estonia,EST,2003,1.19905496704819,1.73550917444736
Estonia,EST,2002,1.23688482159082,1.65626054354887
Estonia,EST,2001,1.09461360139871,1.50097699373087
Estonia,EST,2000,1.1212399733853,1.37613232122576
Estonia,EST,1999,1.13566573173483,1.28040294601413
Estonia,EST,1998,1.05854463455748,1.05677341127574
Estonia,EST,1997,0.912342693293557,1.02886453383652
Estonia,EST,1996,0.795987067381029,0.866311409441128
Estonia,EST,1995,0.780626829150593,0.930586008373083
Estonia,EST,1994,0.54945960647703,1.04163027365878
Estonia,EST,1993,0.674331568832395,0.761751960945642
Estonia,EST,1992,0.386961462507949,
Estonia,EST,1991,,
Estonia,EST,1990,,
Finland,FIN,2024,,2.29979173712597
Finland,FIN,2023,,2.0075369530221
Finland,FIN,2022,,1.58854518946055
Finland,FIN,2021,,1.30243925969996
Finland,FIN,2020,0.801622483907429,1.43578115547809
Finland,FIN,2019,0.982142824664589,1.36132283517387
Finland,FIN,2018,0.917849885651202,1.37168236993597
Finland,FIN,2017,0.923178955655653,1.36088933984851
Finland,FIN,2016,0.898558000062379,1.43150516649128
Finland,FIN,2015,0.924532869556952,1.45819060668341
Finland,FIN,2014,0.932205538643275,1.45927959000267
Finland,FIN,2013,0.930372416914022,1.54007184381097
Finland,FIN,2012,0.927427671770734,1.53160526604717
Finland,FIN,2011,0.928727587481495,1.49199362525613
Finland,FIN,2010,0.934552161481633,1.49172644486325
Finland,FIN,2009,0.932421929670447,1.56084541207723
Finland,FIN,2008,1.17848875022005,1.39102532971688
Finland,FIN,2007,1.19235654739748,1.28760998478864
Finland,FIN,2006,1.17793781371797,1.44270225678265
Finland,FIN,2005,1.14941591132738,1.46470451104851
Finland,FIN,2004,1.16279549540527,1.46771855552706
Finland,FIN,2003,1.12935250956385,1.44547443507181
Finland,FIN,2002,1.31488872236143,1.15346267852331
Finland,FIN,2001,1.3439135521913,1.1431199131475
Finland,FIN,2000,1.34920708137679,1.24000997169797
Finland,FIN,1999,1.36255119271753,1.22310377157804
Finland,FIN,1998,1.38992451244735,1.46317555780765
Finland,FIN,1997,1.37084780560741,1.53515505066012
Finland,FIN,1996,1.46292104696383,1.53047227121301
Finland,FIN,1995,1.39693419508652,1.42254149924916
Finland,FIN,1994,1.40492397755654,1.75560359540335
Finland,FIN,1993,1.23479607541975,1.86801150656572
Finland,FIN,1992,1.30455304826609,1.90713101160862
Finland,FIN,1991,1.24634858812074,1.78123103649322
Finland,FIN,1990,1.19011741852015,1.5633514986376
France,FRA,2024,,2.05257687860637
France,FRA,2023,,1.95099683800051
France,FRA,2022,,1.95772067476703
France,FRA,2021,,1.98022225807935
France,FRA,2020,1.00363967948899,2.02167455284232
France,FRA,2019,0.996706802038685,1.85288520696513
France,FRA,2018,0.998202384223424,1.84604257144589
France,FRA,2017,1.01162928828255,1.8523088187904
France,FRA,2016,1.01089367558365,1.85171809616119
France,FRA,2015,1.01234321815631,1.86973268204402
France,FRA,2014,1.03447005922064,1.85952906556899
France,FRA,2013,1.05126206751618,1.84711648361859
France,FRA,2012,1.08265268528457,1.87154409463222
France,FRA,2011,1.11434041578699,1.88794614981494
France,FRA,2010,1.14827022923566,1.96864375039496
France,FRA,2009,1.15168630049095,2.09877791453034
France,FRA,2008,1.19803278265683,1.89934504679172
France,FRA,2007,1.20593861567471,1.91095777789429
France,FRA,2006,1.22032768073415,1.97737744775679
France,FRA,2005,1.24526927751419,2.02813701732744
France,FRA,2004,1.2555602379925,2.11416633859403
France,FRA,2003,1.27171271261756,2.1064709567846
France,FRA,2002,1.30099665045503,2.05857264018165
France,FRA,2001,1.36435183339515,2.04148415280944
France,FRA,2000,1.42566043060437,2.09218901026309
France,FRA,1999,1.51646000170952,2.19815329922308
France,FRA,1998,1.68527098501518,2.2468089386267
France,FRA,1997,1.77512395100343,2.39395696754189
France,FRA,1996,1.84114835792089,2.43766326434912
France,FRA,1995,1.90446752676272,2.51542226280158
France,FRA,1994,1.9292290903498,2.69073238306963
France,FRA,1993,1.93603915849637,2.72168441384594
France,FRA,1992,2.01009529931128,2.72756816588629
France,FRA,1991,2.1049368497585,2.84921925342208
France,FRA,1990,2.12591525483346,2.84463959497759
Germany,DEU,2024,,1.89190377205494
Germany,DEU,2023,,1.48796332620564
Germany,DEU,2022,,1.35030514561756
Germany,DEU,2021,,1.29982374349238
Germany,DEU,2020,0.421924351315519,1.35598993512329
Germany,DEU,2019,0.418354589119066,1.24014846331417
Germany,DEU,2018,0.415935550259116,1.14814145777047
Germany,DEU,2017,0.414825800357985,1.13126090102098
Germany,DEU,2016,0.415371414055793,1.12912506140277
Germany,DEU,2015,0.415286652490237,1.11541840455009
Germany,DEU,2014,0.420714473053709,1.12769949450115
Germany,DEU,2013,0.430427392470382,1.16213791467872
Germany,DEU,2012,0.446432440920192,1.21725965761789
Germany,DEU,2011,0.472031177370267,1.18233731589884
Germany,DEU,2010,0.600720984625805,1.24181027958074
Germany,DEU,2009,0.601251403424043,1.2847898688108
Germany,DEU,2008,0.583728580181424,1.1888700534429
Germany,DEU,2007,0.583800800658872,1.15279236258074
Germany,DEU,2006,0.590024357452682,1.17898651377886
Germany,DEU,2005,0.692858130223391,1.23275583821682
Germany,DEU,2004,0.70267475620155,1.25072808117217
Germany,DEU,2003,0.701171846695886,1.2986963477858
Germany,DEU,2002,0.732774459126422,1.31344033426945
Germany,DEU,2001,0.765281263569691,1.30789826898647
Germany,DEU,2000,0.549849639375979,1.34421581953972
Germany,DEU,1999,0.820542964931109,1.38034779906259
Germany,DEU,1998,0.831181814429775,1.38165698909139
Germany,DEU,1997,0.865794883638639,1.40270759051929
Germany,DEU,1996,0.962523646143981,1.45737175283167
Germany,DEU,1995,0.915985990784779,1.48727246874621
Germany,DEU,1994,0.905280546441342,1.5366036133542
Germany,DEU,1993,1.00125506567768,1.6772597330503
Germany,DEU,1992,1.10899103694375,1.8360797299954
Germany,DEU,1991,1.14439529025996,1.97382250348754
Germany,DEU,1990,1.40558961466831,2.50676361181222
Greece,GRC,2024,,3.12797536550149
Greece,GRC,2023,,2.88325472633445
Greece,GRC,2022,,4.00035246143373
Greece,GRC,2021,,3.80247367841764
Greece,GRC,2020,3.19819752198434,3.02310765728834
Greece,GRC,2019,3.14573415978404,2.59648367110305
Greece,GRC,2018,3.16670693321408,2.70054108209766
Greece,GRC,2017,3.1090355814216,2.556623889921
Greece,GRC,2016,3.08215844817828,2.57279833754101
Greece,GRC,2015,3.10158050801757,2.47743424261411
Greece,GRC,2014,3.08317739106753,2.36784026258467
Greece,GRC,2013,3.08686046085096,2.39130807647224
Greece,GRC,2012,3.01284266356965,2.47639628901893
Greece,GRC,2011,3.00096370684863,2.52021146748907
Greece,GRC,2010,2.97999549556636,2.75678087939637
Greece,GRC,2009,2.85869827389312,3.26904009456305
Greece,GRC,2008,3.25353614921161,3.02372412926418
Greece,GRC,2007,3.26780935803175,2.71917513817491
Greece,GRC,2006,3.27175657155677,2.82969288184235
Greece,GRC,2005,3.44862624589321,2.90167987543818
Greece,GRC,2004,3.45471805880427,2.67202808458836
Greece,GRC,2003,3.82205472904557,2.56278132746133
Greece,GRC,2002,3.86977359480445,3.16565671755075
Greece,GRC,2001,3.51552755962503,3.35627566229104
Greece,GRC,2000,3.48778910501878,3.59479870587568
Greece,GRC,1999,3.63629892521209,3.49420868804542
Greece,GRC,1998,3.71100699734572,3.45541464568208
Greece,GRC,1997,3.68941964075746,3.29602741401833
Greece,GRC,1996,4.43052686497212,3.23732069026365
Greece,GRC,1995,4.59041258892218,3.09663675025723
Greece,GRC,1994,4.75795959291267,3.58197232877289
Greece,GRC,1993,5.02111461200928,3.60012469561704
Greece,GRC,1992,4.94940423925991,3.62980089042347
Greece,GRC,1991,5.00234988436031,3.484865109943
Greece,GRC,1990,4.83897294364113,3.79826032707078
Hungary,HUN,2024,,2.15630980446665
Hungary,HUN,2023,,2.04951096796972
Hungary,HUN,2022,,1.83314817173654
Hungary,HUN,2021,,1.31520993597457
Hungary,HUN,2020,0.952543062194021,1.74628152413286
Hungary,HUN,2019,0.825768093353083,1.32782522734016
Hungary,HUN,2018,0.823045267489712,1.00220452852258
Hungary,HUN,2017,0.832000226304062,1.19169678184034
Hungary,HUN,2016,0.832539143982415,0.999116487545317
Hungary,HUN,2015,0.817511825255467,0.904216708106145
Hungary,HUN,2014,0.832092039321428,0.857233093600132
Hungary,HUN,2013,0.851585840848118,0.943669886878651
Hungary,HUN,2012,0.858314560024612,1.0292472545828
Hungary,HUN,2011,0.86517106679188,1.03876980779352
Hungary,HUN,2010,0.779916589716791,1.02413363369774
Hungary,HUN,2009,0.945896475850508,1.12823884115794
Hungary,HUN,2008,0.830931492168807,1.18049340457337
Hungary,HUN,2007,0.82894663734436,1.2677875208247
Hungary,HUN,2006,0.984651300287988,1.21974188828371
Hungary,HUN,2005,0.987354236220911,1.4112437788596
Hungary,HUN,2004,1.03573044889909,1.47344940256568
Hungary,HUN,2003,1.07229872342158,1.64521118628476
Hungary,HUN,2002,1.07619872985845,1.5956687712714
Hungary,HUN,2001,1.091750182891,1.57074717283351
Hungary,HUN,2000,1.3305638575118,1.51420984744636
Hungary,HUN,1999,1.50487138443074,1.42990268770239
Hungary,HUN,1998,1.64232751211738,1.26775175126137
Hungary,HUN,1997,1.71952404688244,1.46833921798512
Hungary,HUN,1996,1.8133688236623,1.24968177456491
Hungary,HUN,1995,1.69616837886732,1.3139594616011
Hungary,HUN,1994,1.39559485137147,1.82413438385634
Hungary,HUN,1993,1.51458734019356,1.90656828980965
Hungary,HUN,1992,1.82225491897857,2.1796531721192
Hungary,HUN,1991,2.03812273434546,2.16146979946364
Hungary,HUN,1990,2.20368883444788,2.56353802709041
Iceland,ISL,2024,,
Iceland,ISL,2023,,
Iceland,ISL,2022,,
Iceland,ISL,2021,,
Iceland,ISL,2020,0.0,
Iceland,ISL,2019,0.0,
Iceland,ISL,2018,,
Iceland,ISL,2017,0.0,
Iceland,ISL,2016,0.120170353493112,
Iceland,ISL,2015,0.123494600816052,
Iceland,ISL,2014,0.101081061957637,
Iceland,ISL,2013,0.10386427017174,
Iceland,ISL,2012,0.0952890168820375,
Iceland,ISL,2011,0.0960712207983519,
Iceland,ISL,2010,0.0692170486915316,
Iceland,ISL,2009,0.0689578349361609,
Iceland,ISL,2008,0.0677492651810469,
Iceland,ISL,2007,0.0685408186937174,
Iceland,ISL,2006,0.070934756393677,
Iceland,ISL,2005,,
Iceland,ISL,2004,,
Iceland,ISL,2003,0.0579199777587285,
Iceland,ISL,2002,0.0588948961682981,
Iceland,ISL,2001,0.0587330114764304,
Iceland,ISL,2000,0.0595351495522957,
Iceland,ISL,1999,0.061708587367018,
Iceland,ISL,1998,0.0764044085343724,
Iceland,ISL,1997,0.0790628417820765,
Iceland,ISL,1996,0.0659008982292429,
Iceland,ISL,1995,0.0653761416308732,
Iceland,ISL,1994,,
Iceland,ISL,1993,,
Iceland,ISL,1992,,
Iceland,ISL,1991,,
Iceland,ISL,1990,,
Italy,ITA,2024,,1.60924561245844
Italy,ITA,2023,,1.60646040928357
Italy,ITA,2022,,1.65164252620196
Italy,ITA,2021,,1.66286387777873
Italy,ITA,2020,1.35285110568761,1.72984958969454
Italy,ITA,2019,1.32756244783883,1.30611671363832
Italy,ITA,2018,1.31846032866764,1.35443317948295
Italy,ITA,2017,1.34893374562243,1.35122350161336
Italy,ITA,2016,1.39673321381874,1.32773387933426
Italy,ITA,2015,1.41213286672469,1.20247316488401
Italy,ITA,2014,1.40878760532202,1.27633070266495
Italy,ITA,2013,1.42789507215338,1.39167747666985
Italy,ITA,2012,1.42240509194909,1.41946238544527
Italy,ITA,2011,1.48708170845398,1.46829220552997
Italy,ITA,2010,1.45614984431736,1.49431312454622
Italy,ITA,2009,1.32265582366606,1.54748909606347
Italy,ITA,2008,1.75074583378708,1.53005124720846
Italy,ITA,2007,1.77713735616906,1.44091823807458
Italy,ITA,2006,1.79406689031613,1.51434317166841
Italy,ITA,2005,1.82108714974202,1.59516123663349
Italy,ITA,2004,1.81129844007315,1.67228931403318
Italy,ITA,2003,1.89757616493968,1.69839951235756
Italy,ITA,2002,1.99453950883861,1.69394254893483
Italy,ITA,2001,2.06270256777833,1.66687444230505
Italy,ITA,2000,2.15536289289372,1.7333974080779
Italy,ITA,1999,2.23557591365118,1.67522558920443
Italy,ITA,1998,2.38976657186239,1.63621282256544
Italy,ITA,1997,2.52229478023058,1.61893523792895
Italy,ITA,1996,2.5279541509451,1.58142783542643
Italy,ITA,1995,2.57095608055504,1.45963717676225
Italy,ITA,1994,1.90464890724264,1.71374275955101
Italy,ITA,1993,1.94167049247667,1.7867679733127
Italy,ITA,1992,2.01592408825981,1.75197698347487
Italy,ITA,1991,1.96546875016881,1.85885268375554
Italy,ITA,1990,2.07799161983493,1.8807984132592
Latvia,LVA,2024,,3.25799154535171
Latvia,LVA,2023,,2.97016956920808
Latvia,LVA,2022,,2.25461931057619
Latvia,LVA,2021,,2.15577987505149
Latvia,LVA,2020,0.915718304700179,2.22759521686375
Latvia,LVA,2019,0.61054782421107,2.09016802211357
Latvia,LVA,2018,0.693503580086598,2.13473002218592
Latvia,LVA,2017,0.602659536534728,1.65275736814609
Latvia,LVA,2016,0.530815806915,1.50174457900413
Latvia,LVA,2015,0.526914829328218,1.07352247572393
Latvia,LVA,2014,0.528010405086401,0.978038880665435
Latvia,LVA,2013,0.520709734232105,0.972846248892055
Latvia,LVA,2012,0.510750774782955,0.942934638140067
